"taxon","n_pairs","median_before","median_after","median_delta","p","p_adj","disease"
"k__Bacteria;__;__;__;__;__;__",35,-0.943053689422105,-0.94933934085745,0.0333444234805529,0.889274159096343,0.957454516686378,"IBS"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis",35,2.42386713020421,2.12413346831691,0.165644115000117,0.889274159096343,0.957454516686378,"IBS"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta",35,-1.81498600288696,-1.53519450731775,-0.123461287377858,0.902230969818987,0.957454516686378,"IBS"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;__;__",35,-1.82360870602936,-1.77305472616875,0.013866680918909,0.915213876244332,0.957454516686378,"IBS"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;s__pullicaecorum",35,-1.81498600288696,-1.77305472616875,-0.123461287377858,0.915213876244332,0.957454516686378,"IBS"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__putredinis",35,-1.54604843863647,-1.51613454053305,-0.0459572601798612,0.915213876244332,0.957454516686378,"IBS"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__bifidum",35,-1.69514319127416,-1.64046783626816,-0.123461287377858,0.915213876244332,0.957454516686378,"IBS"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__moorei",35,-1.85610191012082,-1.77305472616875,-0.166460308987767,0.941244210369829,0.969766762199218,"IBS"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__biforme",35,-1.69514319127416,-1.77305472616875,0.0333444234805529,0.941244210369829,0.969766762199218,"IBS"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;__;__",35,-1.80419261151277,-1.80272297111971,-0.123461287377858,0.967337464699107,0.989157106759989,"IBS"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__",35,2.50331986870018,3.12150578162827,-0.124262060031333,0.993465740391516,1,"IBS"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__;__",35,-1.80419261151277,-1.71770869721642,-0.0459572601798612,1,1,"IBS"
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;__",35,-1.81498600288696,-1.80272297111971,-0.166460308987767,1,1,"IBS"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;__;__",29,-1.27653916871609,-0.692628036752777,0.70663025959877,0.0128945622490895,0.471127024273944,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__fragilis",29,0.280797749182984,-1.2802668905678,-0.614441794778219,0.0206851431525508,0.471127024273944,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis",29,2.86403945139083,-0.844563607931343,-0.614441794778219,0.0219022201706537,0.471127024273944,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae",29,-1.22597101753636,-1.53835579209604,-0.39233227390211,0.0219022201706537,0.471127024273944,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;__",29,0.813761793161842,-0.844563607931343,-1.15262103227155,0.0231811348686445,0.471127024273944,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__",29,4.26655746814463,5.61886594549591,0.631466204735341,0.0259345968604445,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__mucosae",29,-1.38537553613516,-1.27260195327969,0.26195804268692,0.0359537135054337,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__",29,-1.61756207857308,-1.2802668905678,0.509196154596739,0.0379099253645911,0.471127024273944,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__mucilaginosa",29,2.30279169470936,-0.692628036752777,-0.801310923142259,0.0379099253645911,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__colinum",29,-1.48638665369216,-1.45355595504146,0.26195804268692,0.0399559406961387,0.471127024273944,"UC"
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__",29,3.70554383232007,1.09303225695739,-0.480653653874927,0.0466642932561762,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__",29,0.560534612920149,1.81516697439059,0.504491707385119,0.0570612037794072,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__",29,-1.26720126028146,-1.10836592397634,0.440109944872347,0.0570612037794072,0.471127024273944,"UC"
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__aerofaciens",29,-1.21707233159674,-0.763383133582049,0.26195804268692,0.0629428047254263,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium;s__ramosum",29,-1.29583111400433,-0.763383133582049,0.509196154596739,0.0660665167137393,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii",29,-1.27653916871609,-0.763383133582049,0.474827966735433,0.0660665167137393,0.471127024273944,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__bifidum",29,-1.43421429159695,-1.50733219162634,0.178918197942516,0.0660665167137393,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__",29,2.49546381838893,-1.10836592397634,-0.56614558257262,0.0660665167137393,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta",29,-1.27653916871609,-0.763383133582049,0.524444294843967,0.0726974142612455,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas;s__",29,-0.859202766208896,-0.692628036752777,0.457257959405708,0.0762117245149028,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__;__",29,0.710837923644059,2.3076441606521,0.524444294843967,0.0762117245149028,0.471127024273944,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__animalis",29,-1.605241286422,-1.27260195327969,0.178918197942516,0.0762117245149028,0.471127024273944,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__",29,-1.22597101753636,-1.50733219162634,-0.248628246931667,0.0836559895278504,0.494661503295116,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__",29,2.41098648617162,2.15896454446538,-0.614466968287178,0.0916784272732711,0.498730644366595,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231;s__",29,-1.35021362952194,-1.6432949409911,-0.227445205496405,0.0916784272732711,0.498730644366595,"UC"
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;__",29,-1.605241286422,-1.52273517403006,0.178918197942516,0.1003077909542,0.524686906529663,"UC"
"k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__;s__",29,-1.38537553613516,-1.10836592397634,0.542298844436311,0.104859011490775,0.528178724546124,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;__",29,-1.38537553613516,-1.2802668905678,0.26195804268692,0.114452237704458,0.555910868850224,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri",29,-1.43421429159695,-1.27260195327969,0.110051953951368,0.130121209757529,0.610223604380135,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__",29,-1.43421429159695,-1.50733219162634,0.163195657330951,0.141459493143062,0.641283035581882,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__",29,-1.61756207857308,-1.50733219162634,0.110051953951368,0.147406160559365,0.646685091486246,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__;__",29,-1.29583111400433,-1.61242461030126,-0.157118562104399,0.159870249540004,0.653991202947351,"UC"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__",29,1.6136345384462,2.84760943188619,0.524444294843967,0.166393708806611,0.653991202947351,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__parvula",29,-1.29583111400433,-1.53835579209604,-0.157118562104399,0.166393708806611,0.653991202947351,"UC"
"k__Bacteria;__;__;__;__;__;__",29,-1.26720126028146,-0.455332394730443,0.724781636945766,0.17311531842724,0.653991202947351,"UC"
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__",29,-1.35021362952194,-1.53835579209604,-0.157118562104399,0.17311531842724,0.653991202947351,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum",29,-1.35021362952194,-1.27260195327969,0.187012995087497,0.180037859873664,0.661760782238333,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__helveticus",29,-1.35021362952194,-1.45355595504146,0.110051953951368,0.194496319612348,0.696092091244193,"UC"
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__",29,-1.22597101753636,-1.52273517403006,-0.0895282070447223,0.209789063927493,0.731572120362539,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__",29,-0.951186472374878,-1.17863167787128,-0.39233227390211,0.217753979525195,0.740363530385661,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__longicatena",29,-1.27653916871609,-1.10836592397634,0.178918197942516,0.225934014199387,0.741140068437268,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae",29,-1.21707233159674,0.961858613355811,0.555546175979606,0.234331051050019,0.741140068437268,"UC"
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__yabuuchiae",29,-1.26720126028146,-0.844563607931343,0.322681152226301,0.234331051050019,0.741140068437268,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;__",29,-1.21707233159674,-1.2802668905678,-0.157118562104399,0.251782879113893,0.778237989988395,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;__",29,-1.26720126028146,-1.17863167787128,-0.248628246931667,0.260840632464634,0.788318355893115,"UC"
"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila",29,2.58491637741696,-0.818969905922296,-0.147863534309189,0.270121299607043,0.798619494490389,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__",29,2.71892833417325,2.16138525120545,-0.350882280154276,0.299310255206884,0.841815771905214,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__",29,4.73867350896697,4.23876263806397,-0.447764013480202,0.309491092612211,0.841815771905214,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__",29,1.02119781459348,-1.2802668905678,0.0243330950628908,0.309491092612211,0.841815771905214,"UC"
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__C21_c20",29,-1.26720126028146,-1.45355595504146,-0.102932954198472,0.309491092612211,0.841815771905214,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera;s__",29,-1.26720126028146,-1.17863167787128,-0.274948568013395,0.319898125994469,0.853061669318585,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__",29,3.09786838256416,2.28396286391814,-0.277670985498729,0.330531408238157,0.864466760007486,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__",29,0.378443721903996,-0.763383133582049,-0.0895282070447223,0.341390779564905,0.876021623034472,"UC"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium;s__spiroforme",29,-1.38537553613516,-1.61242461030126,-0.157118562104399,0.375320551300672,0.912899935889251,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum",29,3.64174401997884,3.68942385227427,-0.181234557741892,0.387078282608515,0.912899935889251,"UC"
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__",29,-1.03205505484565,-1.17863167787128,-0.227445205496405,0.411258108705695,0.912899935889251,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;__",29,-1.29583111400433,-1.2802668905678,-0.227445205496405,0.423676936944752,0.912899935889251,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__",29,-1.35021362952194,-1.52273517403006,-0.0895282070447223,0.423676936944752,0.912899935889251,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus",29,-1.43421429159695,-1.6432949409911,-0.0636757234185045,0.423676936944752,0.912899935889251,"UC"
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__;s__",29,-1.35021362952194,-1.61242461030126,-0.0895282070447223,0.423676936944752,0.912899935889251,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__",29,2.62448721048115,3.31578291803902,0.287927598577329,0.423676936944752,0.912899935889251,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__",29,2.82324470795274,3.00670039750208,-0.178554238335903,0.436312469358833,0.912899935889251,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__",29,-1.29583111400433,-1.45355595504146,-0.0313038882485661,0.436312469358833,0.912899935889251,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;__;__",29,-1.48638665369216,-1.61242461030126,-0.0895282070447223,0.436312469358833,0.912899935889251,"UC"
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__D168",29,-1.48638665369216,-1.52273517403006,0.0668854943259609,0.436312469358833,0.912899935889251,"UC"
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__",29,-1.605241286422,-1.45355595504146,0.0668854943259609,0.462224494903368,0.924448989806736,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__citroniae",29,-1.48638665369216,-1.52273517403006,0.0668854943259609,0.462224494903368,0.924448989806736,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__",29,3.17712244727041,1.79069226349405,-0.487140067360777,0.462224494903368,0.924448989806736,"UC"
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__",29,-1.38537553613516,-1.45355595504146,0.26195804268692,0.475495811536077,0.937209135781254,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis",29,1.56601208377476,2.16182339628421,0.26195804268692,0.502654307083789,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__",29,-1.35021362952194,-1.50733219162634,0.110051953951368,0.502654307083789,0.947935979784426,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__rhizosphaerae",29,-1.27653916871609,-1.45355595504146,-0.157118562104399,0.502654307083789,0.947935979784426,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__viridiflava",29,-0.859202766208896,2.31230959925103,0.555546175979606,0.516534867704981,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;__;__",29,-1.61756207857308,-1.6432949409911,0.110051953951368,0.530611493590147,0.947935979784426,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__",29,-1.35021362952194,-1.53835579209604,-0.0167108675055576,0.544880281339637,0.947935979784426,"UC"
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__",29,-1.48638665369216,-1.6432949409911,-0.0167108675055576,0.559337093395305,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__dolichum",29,-1.38537553613516,-1.45355595504146,0.110051953951368,0.559337093395305,0.947935979784426,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;__",29,-1.03205505484565,-0.763383133582049,-0.0167108675055576,0.559337093395305,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__biforme",29,-1.43421429159695,-1.45355595504146,0.0417787667598988,0.559337093395305,0.947935979784426,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__plebeius",29,-1.27653916871609,-1.17863167787128,0.0668854943259609,0.573977560740548,0.947935979784426,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__;__",29,4.95788481198759,4.91103274430987,0.247620767310363,0.588797086071483,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__torques",29,-1.605241286422,-1.53835579209604,0.0417787667598988,0.588797086071483,0.947935979784426,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__",29,-1.38537553613516,-1.53835579209604,-0.0167108675055576,0.588797086071483,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__",29,3.88776278527787,3.72344084710845,0.050485850455634,0.603790847437897,0.947935979784426,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__breve",29,-1.03205505484565,-1.0487659223512,0.163195657330951,0.603790847437897,0.947935979784426,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__;__",29,-1.43421429159695,-1.53835579209604,-0.0895282070447223,0.634280692355755,0.947935979784426,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus",29,1.05721286591949,-0.818969905922296,-0.0895282070447223,0.634280692355755,0.947935979784426,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;__;__",29,-1.38537553613516,-1.45355595504146,0.0668854943259609,0.634280692355755,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__",29,-1.19073868352307,-0.763383133582049,0.0668854943259609,0.634280692355755,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;__",29,-1.35021362952194,-1.50733219162634,0.0668854943259609,0.634280692355755,0.947935979784426,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__stercorea",29,-1.605241286422,-1.61242461030126,0.0668854943259609,0.634280692355755,0.947935979784426,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__",29,-1.26720126028146,-1.17863167787128,-0.0167108675055576,0.66540419460104,0.95257863648149,"UC"
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;s__lenta",29,-1.29583111400433,-0.818969905922296,-0.157118562104399,0.66540419460104,0.95257863648149,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__;s__",29,-1.38537553613516,-1.2802668905678,0.110051953951368,0.66540419460104,0.95257863648149,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans",29,2.37226348382962,-0.763383133582049,-0.0895282070447223,0.66540419460104,0.95257863648149,"UC"
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__",29,-1.35021362952194,-1.45355595504146,0.0668854943259609,0.681189257597514,0.95765316210597,"UC"
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__",29,-1.19073868352307,-0.844563607931343,-0.0895282070447223,0.697115169474199,0.95765316210597,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__",29,2.83967914468523,2.44294454267283,0.152268863915314,0.697115169474199,0.95765316210597,"UC"
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;__",29,-1.38537553613516,-1.52273517403006,0.0417787667598988,0.697115169474199,0.95765316210597,"UC"
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__adolescentis",29,3.30355842824403,2.214490151557,-0.0167108675055576,0.713175676255546,0.965826109897588,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar",29,2.31549243893992,-0.692628036752777,0.0235804426783686,0.729364344751151,0.965826109897588,"UC"
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__palleronii",29,-1.27653916871609,-1.27260195327969,0.0668854943259609,0.729364344751151,0.965826109897588,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;__",29,-1.29583111400433,-1.50733219162634,-0.0895282070447223,0.74567457014152,0.965826109897588,"UC"
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__salivarius",29,-1.48638665369216,-1.52273517403006,0.0417787667598988,0.74567457014152,0.965826109897588,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__",29,-1.43421429159695,-1.6432949409911,-0.0167108675055576,0.74567457014152,0.965826109897588,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__",29,-0.951186472374878,-0.818969905922296,-0.0167108675055576,0.762099583946506,0.97768443773058,"UC"
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__moorei",29,-1.43421429159695,-1.52273517403006,0.0668854943259609,0.778632462360678,0.97768443773058,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__",29,-1.43421429159695,-1.61242461030126,-0.0895282070447223,0.795266134938758,0.97768443773058,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus",29,3.48929734606509,3.5738846063269,0.205207802126245,0.811993393613123,0.97768443773058,"UC"
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;__",29,-1.26720126028146,-1.27260195327969,-0.157118562104399,0.811993393613123,0.97768443773058,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;__;__",29,-1.35021362952194,-1.52273517403006,-0.157118562104399,0.811993393613123,0.97768443773058,"UC"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__;__",29,3.16893117444575,3.39799254107879,-0.00817397145306042,0.828806902024348,0.97768443773058,"UC"
